Algorithm,Operation,intits,maxBytes,maxHeap,extHeap,maxStack
BIKE-L1,keygen,3529906.7333333334,99942.93333333333,7868.0,52.0,92022.93333333333
BIKE-L1,encaps,2568588.0,35590.933333333334,9473.0,79.0,26038.933333333334
BIKE-L1,decaps,2451240.0,84462.93333333333,9505.0,87.0,74870.93333333333
BIKE-L3,keygen,5903473.0,193704.0,14292.0,44.0,179368.0
BIKE-L3,encaps,2890000.0,68120.0,17439.0,65.0,50616.0
BIKE-L3,decaps,2383283.0,162752.0,17471.0,73.0,145208.0
BIKE-L5,keygen,11329608.0,507608.0,22720.0,48.0,484840.0
BIKE-L5,encaps,3580588.0,123256.0,27906.0,78.0,95272.0
BIKE-L5,decaps,2447405.0,306144.0,27938.0,86.0,278120.0
Classic-McEliece-348864,keygen,519158507.0,2523336.0,268676.0,44.0,2254616.0
Classic-McEliece-348864,encaps,2353300.5,277312.0,273404.0,84.0,3824.0
Classic-McEliece-348864,decaps,2418686.5,312096.0,268868.0,68.0,43160.0
Classic-McEliece-348864f,keygen,353355447.0,2523336.0,268676.0,44.0,2254616.0
Classic-McEliece-348864f,encaps,2353407.0,277312.0,273404.0,84.0,3824.0
Classic-McEliece-348864f,decaps,2418793.0,312096.0,268868.0,68.0,43160.0
Classic-McEliece-460896,keygen,1313974480.9666667,2750016.0,538832.0,32.0,2211152.0
Classic-McEliece-460896,encaps,2350503.0,545784.0,543620.0,76.0,2088.0
Classic-McEliece-460896,decaps,2475678.5,619360.0,539084.0,60.0,80216.0
Classic-McEliece-460896f,keygen,1069151213.0,2750016.0,538832.0,32.0,2211152.0
Classic-McEliece-460896f,encaps,2350611.0,545784.0,543620.0,76.0,2088.0
Classic-McEliece-460896f,decaps,2475794.0,619360.0,539084.0,60.0,80216.0
Classic-McEliece-6688128,keygen,2657808321.0333333,3271648.0,1059988.0,44.0,2211616.0
Classic-McEliece-6688128,encaps,2353891.5,1071232.0,1064828.0,84.0,6320.0
Classic-McEliece-6688128,decaps,2479128.5,1154464.0,1060292.0,68.0,94104.0
Classic-McEliece-6688128f,keygen,1574857045.0,3271648.0,1059988.0,44.0,2211616.0
Classic-McEliece-6688128f,encaps,2354002.0,1071232.0,1064828.0,84.0,6320.0
Classic-McEliece-6688128f,decaps,2479239.0,1154464.0,1060292.0,68.0,94104.0
Classic-McEliece-6960119,keygen,2084633207.1,3273984.0,1062331.0,53.0,2211600.0
Classic-McEliece-6960119,encaps,2354504.5,1073488.0,1067157.0,107.0,6224.0
Classic-McEliece-6960119,decaps,2478811.5,1143568.0,1062621.0,91.0,80856.0
Classic-McEliece-6960119f,keygen,1481056265.0,3273984.0,1062331.0,53.0,2211600.0
Classic-McEliece-6960119f,encaps,2354609.0,1073488.0,1067157.0,107.0,6224.0
Classic-McEliece-6960119f,decaps,2478916.0,1143568.0,1062621.0,91.0,80856.0
Classic-McEliece-8192128,keygen,2600517474.9333334,3584832.0,1373008.0,32.0,2211792.0
Classic-McEliece-8192128,encaps,2346382.0,1373440.0,1373008.0,32.0,400.0
Classic-McEliece-8192128,decaps,2474551.5,1506768.0,1373312.0,56.0,133400.0
Classic-McEliece-8192128f,keygen,1726234384.0,3584832.0,1373008.0,32.0,2211792.0
Classic-McEliece-8192128f,encaps,2346492.0,1373440.0,1373008.0,32.0,400.0
Classic-McEliece-8192128f,decaps,2474669.0,1506768.0,1373312.0,56.0,133400.0
HQC-128,keygen,2505061.6,44456.0,5642.0,54.0,38760.0
HQC-128,encaps,2577055.066666667,62632.0,10187.0,85.0,52360.0
HQC-128,decaps,3085371.6666666665,71856.0,10251.0,93.0,61512.0
HQC-192,keygen,2714574.4,87048.0,10188.0,52.0,76808.0
HQC-192,encaps,2895814.2666666666,123496.0,19278.0,82.0,104136.0
HQC-192,decaps,3851566.6666666665,141904.0,19342.0,90.0,122472.0
HQC-256,keygen,3003952.0,164776.0,15634.0,46.0,149096.0
HQC-256,encaps,3342054.533333333,223496.0,30167.0,73.0,193256.0
HQC-256,decaps,5210918.533333333,253072.0,30231.0,81.0,222760.0
Kyber512,keygen,2349350.0,15480.0,8104.0,56.0,7320.0
Kyber512,encaps,2393954.4,16216.0,4880.0,72.0,11264.0
Kyber512,decaps,2374216.4,17040.0,4912.0,80.0,12048.0
Kyber768,keygen,2349461.5,20728.0,9256.0,56.0,11416.0
Kyber768,encaps,2408412.3333333335,22280.0,6352.0,72.0,15856.0
Kyber768,decaps,2380417.3333333335,23424.0,6384.0,80.0,16960.0
Kyber1024,keygen,2349562.5,27000.0,10408.0,56.0,16536.0
Kyber1024,encaps,2424625.3,29560.0,7984.0,72.0,21504.0
Kyber1024,decaps,2388546.8,31200.0,8016.0,80.0,23104.0
Kyber512-90s,keygen,2349572.0,15576.0,8104.0,56.0,7416.0
Kyber512-90s,encaps,2401669.8,15456.0,4592.0,56.0,10808.0
Kyber512-90s,decaps,2377628.8,16264.0,4624.0,64.0,11576.0
Kyber768-90s,keygen,2349693.0,20824.0,9256.0,56.0,11512.0
Kyber768-90s,encaps,2421895.6666666665,21472.0,6064.0,56.0,15352.0
Kyber768-90s,decaps,2388391.6666666665,22600.0,6096.0,64.0,16440.0
Kyber1024-90s,keygen,2349793.0,27096.0,10408.0,56.0,16632.0
Kyber1024-90s,encaps,2445593.6,28736.0,7696.0,56.0,20984.0
Kyber1024-90s,decaps,2402796.6,30376.0,7728.0,64.0,22584.0
sntrup761,keygen,5354005.0,27768.0,4025.0,55.0,23688.0
sntrup761,encaps,2417045.0,28152.0,5096.0,72.0,22984.0
sntrup761,decaps,2434507.0,30208.0,5128.0,80.0,25000.0
FrodoKEM-640-AES,keygen,5072654.0,73936.0,30784.0,40.0,43112.0
FrodoKEM-640-AES,encaps,5921841.0,124720.0,40520.0,64.0,84136.0
FrodoKEM-640-AES,decaps,6421298.0,145416.0,40536.0,72.0,104808.0
FrodoKEM-640-SHAKE,keygen,3374790.0,69456.0,31440.0,72.0,37944.0
FrodoKEM-640-SHAKE,encaps,3556386.0,100928.0,41176.0,80.0,59672.0
FrodoKEM-640-SHAKE,decaps,4050113.0,120544.0,41192.0,104.0,79248.0
FrodoKEM-976-AES,keygen,7053173.0,112928.0,48208.0,40.0,64680.0
FrodoKEM-976-AES,encaps,3510453.0,190184.0,63800.0,56.0,126328.0
FrodoKEM-976-AES,decaps,4012353.0,221680.0,63824.0,72.0,157784.0
FrodoKEM-976-SHAKE,keygen,3159885.0,105712.0,48864.0,56.0,56792.0
FrodoKEM-976-SHAKE,encaps,3496028.0,154296.0,64632.0,80.0,89584.0
FrodoKEM-976-SHAKE,decaps,3997928.0,185792.0,64656.0,96.0,121040.0
FrodoKEM-1344-AES,keygen,10760461.0,154160.0,65888.0,40.0,88232.0
FrodoKEM-1344-AES,encaps,3901434.0,260824.0,87376.0,48.0,173400.0
FrodoKEM-1344-AES,decaps,4587052.0,304128.0,87408.0,56.0,216664.0
FrodoKEM-1344-SHAKE,keygen,3425036.0,144048.0,66544.0,72.0,77432.0
FrodoKEM-1344-SHAKE,encaps,3896730.0,212064.0,88208.0,88.0,123768.0
FrodoKEM-1344-SHAKE,decaps,4576518.0,253216.0,87408.0,56.0,165752.0
